Customer,Date,Product_weight,Product_price,Gender,Branch/Locker,Location,InvoiceId
TZD760839,2023-01-07,1.04,2600.0,M,G-Location 2,Yerevan,INV-12968
JUR973659,2023-01-07,5.42,43360.0,M,G-Location 3,Yerevan,INV-12969
QPQ991491,2023-01-07,6.49,51920.0,F,G-Location 5,Yerevan,INV-12970
GHL126528,2023-01-07,3.2,6400.0,F,G-Location 5,Yerevan,INV-12971
KEX142479,2023-01-07,6.76,33800.0,M,G-Location 3,Yerevan,INV-12972
GUS776209,2023-01-07,2.93,19045.0,F,G-Location 4,Yerevan,INV-12973
NXV934669,2023-01-07,5.28,26400.0,F,G-Location 2,Yerevan,INV-12974
ZYY880092,2023-01-07,3.87,23220.0,M,G-Location 1,Yerevan,INV-12975
WDO200846,2023-01-07,4.68,28080.0,F,G-Location 2,Yerevan,INV-12976
RPB470888,2023-01-07,2.25,12375.0,M,G-Location 2,Yerevan,INV-12977
MHJ854461,2023-01-07,5.18,28490.0,M,G-Location 1,Yerevan,INV-12978
LDH282885,2023-01-07,3.75,7500.0,M,G-Location 2,Yerevan,INV-12979
UZS979563,2023-01-07,2.96,16280.0,M,G-Location 2,Yerevan,INV-12980
TZB979980,2023-01-07,3.96,7920.0,F,G-Location 4,Yerevan,INV-12981
DRF634534,2023-01-07,3.04,16720.0,F,G-Location 5,Yerevan,INV-12982
FMD435686,2023-01-07,5.92,14800.0,F,G-Location 1,Yerevan,INV-12983
BEA719820,2023-01-07,2.13,10650.0,M,G-Location 1,Yerevan,INV-12984
RHV777431,2023-01-07,6.14,33770.0,M,G-Location 5,Yerevan,INV-12985
PYG175767,2023-01-07,4.02,10049.999999999998,M,G-Location 4,Yerevan,INV-12986
PIH339057,2023-01-07,3.43,6860.0,F,G-Location 5,Yerevan,INV-12987
AZQ539832,2023-01-07,5.26,28930.0,F,G-Location 1,Yerevan,INV-12988
KYE858398,2023-01-07,5.82,29100.0,F,G-Location 2,Yerevan,INV-12989
FDY790226,2023-01-07,0.2,1600.0,M,G-Location 5,Yerevan,INV-12990
JUH541169,2023-01-07,3.16,17380.0,F,G-Location 4,Yerevan,INV-12991
WCA420364,2023-01-07,0.25,500.0,F,G-Location 3,Yerevan,INV-12992
HDY259245,2023-01-07,4.57,29705.000000000004,M,G-Location 3,Yerevan,INV-12993
XGG518751,2023-01-07,0.63,5040.0,F,G-Location 4,Yerevan,INV-12994
WQF325951,2023-01-07,5.25,13125.0,F,G-Location 3,Yerevan,INV-12995
NPH386066,2023-01-07,2.29,5725.0,M,G-Location 1,Yerevan,INV-12996
XHP465840,2023-01-07,6.31,31550.0,M,G-Location 3,Yerevan,INV-12997
BRG451607,2023-01-07,0.67,3685.0,F,G-Location 2,Yerevan,INV-12998
KYI909974,2023-01-07,1.83,9150.0,M,G-Location 4,Yerevan,INV-12999
JBF765011,2023-01-07,1.06,5300.0,M,G-Location 1,Yerevan,INV-13000
KVO444312,2023-01-08,2.09,12540.0,M,G-Location 5,Yerevan,INV-13001
LPM479909,2023-01-08,5.18,25900.0,F,G-Location 2,Yerevan,INV-13002
CSQ691283,2023-01-08,5.88,47040.0,F,G-Location 4,Yerevan,INV-13003
DME260550,2023-01-08,2.48,19840.0,F,G-Location 3,Yerevan,INV-13004
LCV569899,2023-01-08,6.57,36135.0,F,G-Location 5,Yerevan,INV-13005
EAF569366,2023-01-08,1.17,2925.0,F,G-Location 2,Yerevan,INV-13006
HAZ387909,2023-01-08,6.16,30800.0,M,G-Location 1,Yerevan,INV-13007
TPK429267,2023-01-08,7.73,15460.0,F,G-Location 3,Yerevan,INV-13008
AYJ781708,2023-01-08,0.71,3550.0,M,G-Location 3,Yerevan,INV-13009
BVM421078,2023-01-08,2.46,14760.0,M,G-Location 3,Yerevan,INV-13010
JOA570686,2023-01-08,7.63,61040.0,F,G-Location 2,Yerevan,INV-13011
ISJ999523,2023-01-08,1.76,4400.0,M,G-Location 4,Yerevan,INV-13012
YSX921703,2023-01-08,2.5,20000.0,F,G-Location 3,Yerevan,INV-13013
YEA972867,2023-01-08,4.52,36160.0,F,G-Location 4,Yerevan,INV-13014
GLH285965,2023-01-08,5.67,34020.0,F,G-Location 5,Yerevan,INV-13015
HSG986710,2023-01-08,2.74,21920.0,M,G-Location 3,Yerevan,INV-13016
WUZ750098,2023-01-08,5.65,45200.0,F,G-Location 3,Yerevan,INV-13017
PTQ336050,2023-01-08,2.54,16510.0,F,G-Location 3,Yerevan,INV-13018
AYH713746,2023-01-08,6.84,41040.0,M,G-Location 1,Yerevan,INV-13019
UPR860849,2023-01-08,3.75,24375.0,F,G-Location 1,Yerevan,INV-13020
RDA563992,2023-01-08,2.19,4380.0,F,G-Location 2,Yerevan,INV-13021
WYP843775,2023-01-08,1.91,4775.0,M,G-Location 2,Yerevan,INV-13022
KLD881318,2023-01-08,3.97,23820.0,F,G-Location 2,Yerevan,INV-13023
DJL130577,2023-01-08,7.19,43140.0,M,G-Location 1,Yerevan,INV-13024
XVO358604,2023-01-08,7.24,18100.0,M,G-Location 4,Yerevan,INV-13025
KLQ896383,2023-01-08,3.96,23760.0,M,G-Location 2,Yerevan,INV-13026
CNY857386,2023-01-08,2.0,11000.0,M,G-Location 4,Yerevan,INV-13027
MFT659308,2023-01-08,2.17,13020.0,M,G-Location 4,Yerevan,INV-13028
JNP624987,2023-01-08,1.25,7500.0,M,G-Location 4,Yerevan,INV-13029
AYJ890434,2023-01-08,2.36,12980.0,M,G-Location 4,Yerevan,INV-13030
TFS265734,2023-01-08,6.53,16325.0,M,G-Location 4,Yerevan,INV-13031
KLQ896383,2023-01-08,3.4,17000.0,F,G-Location 1,Yerevan,INV-13032
LSL122723,2023-01-08,6.94,45110.0,M,G-Location 3,Yerevan,INV-13033
CPF624854,2023-01-08,3.48,20880.0,M,G-Location 2,Yerevan,INV-13034
HCT481812,2023-01-08,0.74,1480.0,M,G-Location 1,Yerevan,INV-13035
FFW977598,2023-01-08,3.53,7060.0,F,G-Location 4,Yerevan,INV-13036
BPG565643,2023-01-08,1.15,6324.999999999999,M,G-Location 4,Yerevan,INV-13037
LDH282885,2023-01-08,2.17,11935.0,F,G-Location 5,Yerevan,INV-13038
IPB554295,2023-01-08,3.16,18960.0,M,G-Location 2,Yerevan,INV-13039
SXZ528370,2023-01-08,7.8,39000.0,M,G-Location 3,Yerevan,INV-13040
RUG180430,2023-01-08,0.25,1500.0,F,G-Location 1,Yerevan,INV-13041
TXA435445,2023-01-08,3.18,6360.0,F,G-Location 3,Yerevan,INV-13042
SCK314236,2023-01-08,3.31,26480.0,F,G-Location 4,Yerevan,INV-13043
EXL262757,2023-01-08,2.51,15059.999999999998,M,G-Location 2,Yerevan,INV-13044
QPI587237,2023-01-08,8.0,48000.0,M,G-Location 5,Yerevan,INV-13045
OQI428488,2023-01-08,6.58,39480.0,F,G-Location 3,Yerevan,INV-13046
WOH420482,2023-01-08,7.2,36000.0,F,G-Location 1,Yerevan,INV-13047
MHB703067,2023-01-08,4.27,8540.0,M,G-Location 1,Yerevan,INV-13048
MAT301238,2023-01-08,6.94,55520.0,M,G-Location 1,Yerevan,INV-13049
OUY725160,2023-01-08,4.54,27240.0,F,G-Location 1,Yerevan,INV-13050
YRA852750,2023-01-08,7.83,15660.0,M,G-Location 1,Yerevan,INV-13051
CRL107774,2023-01-08,7.78,62240.0,F,G-Location 2,Yerevan,INV-13052
ZIT549457,2023-01-08,5.0,10000.0,F,G-Location 2,Yerevan,INV-13053
FYK549335,2023-01-08,5.14,28270.0,M,G-Location 5,Yerevan,INV-13054
IBP313262,2023-01-08,1.03,2575.0,F,G-Location 1,Yerevan,INV-13055
YRR882935,2023-01-08,4.53,11325.0,M,G-Location 5,Yerevan,INV-13056
OIF801918,2023-01-08,0.9,4950.0,F,G-Location 1,Yerevan,INV-13057
CLF627428,2023-01-08,4.03,20150.0,F,G-Location 4,Yerevan,INV-13058
LMU849717,2023-01-08,0.71,3905.0,F,G-Location 3,Yerevan,INV-13059
OSK507920,2023-01-08,6.53,42445.0,F,G-Location 2,Yerevan,INV-13060
NUJ965098,2023-01-08,0.72,1800.0,M,G-Location 1,Yerevan,INV-13061
WYP812426,2023-01-08,2.98,19370.0,M,G-Location 1,Yerevan,INV-13062
ZAE153002,2023-01-08,2.47,19760.0,F,G-Location 1,Yerevan,INV-13063
ARJ271241,2023-01-08,3.24,16200.000000000002,F,G-Location 1,Yerevan,INV-13064
JBB483918,2023-01-08,4.58,11450.0,F,G-Location 2,Yerevan,INV-13065
WYP812426,2023-01-08,3.69,22140.0,F,G-Location 5,Yerevan,INV-13066
JUW872923,2023-01-08,4.94,12350.000000000002,F,G-Location 4,Yerevan,INV-13067
FDY790226,2023-01-08,2.28,13679.999999999998,F,G-Location 4,Yerevan,INV-13068
DIC827080,2023-01-08,2.75,17875.0,M,G-Location 2,Yerevan,INV-13069
ZCQ782298,2023-01-08,7.89,63120.0,F,G-Location 2,Yerevan,INV-13070
WNI722942,2023-01-08,7.37,40535.0,F,G-Location 3,Yerevan,INV-13071
NVI334397,2023-01-08,1.99,15920.0,M,G-Location 3,Yerevan,INV-13072
RKJ580875,2023-01-08,7.15,57200.0,F,G-Location 3,Yerevan,INV-13073
UZJ761714,2023-01-08,5.34,26700.0,F,G-Location 4,Yerevan,INV-13074
QFC805666,2023-01-08,7.67,15340.0,F,G-Location 2,Yerevan,INV-13075
AKI859017,2023-01-08,7.53,48945.0,M,G-Location 3,Yerevan,INV-13076
RLT630950,2023-01-08,1.37,8220.0,M,G-Location 4,Yerevan,INV-13077
RVW231480,2023-01-08,1.61,4025.000000000001,M,G-Location 4,Yerevan,INV-13078
LRM612576,2023-01-08,7.19,14380.0,F,G-Location 5,Yerevan,INV-13079
CGA875743,2023-01-08,7.3,47450.0,M,G-Location 2,Yerevan,INV-13080
QPE731237,2023-01-08,2.54,20320.0,F,G-Location 4,Yerevan,INV-13081
LIR303319,2023-01-08,7.97,51805.0,M,G-Location 4,Yerevan,INV-13082
SSA936907,2023-01-08,7.16,57280.0,M,G-Location 1,Yerevan,INV-13083
DCF107407,2023-01-08,6.59,32950.0,M,G-Location 3,Yerevan,INV-13084
PQM853381,2023-01-08,7.96,51740.0,M,G-Location 3,Yerevan,INV-13085
HFC258659,2023-01-08,5.8,31900.0,F,G-Location 2,Yerevan,INV-13086
QPQ991491,2023-01-08,4.85,29100.0,M,G-Location 3,Yerevan,INV-13087
DSY362733,2023-01-08,1.02,5100.0,F,G-Location 5,Yerevan,INV-13088
ALH767410,2023-01-08,2.89,15895.0,F,G-Location 5,Yerevan,INV-13089
OAP965396,2023-01-08,4.64,27840.0,F,G-Location 5,Yerevan,INV-13090
KGE585650,2023-01-08,7.06,45890.0,F,G-Location 4,Yerevan,INV-13091
RHB905941,2023-01-08,6.84,37620.0,F,G-Location 1,Yerevan,INV-13092
OWY700597,2023-01-08,7.32,36600.0,M,G-Location 4,Yerevan,INV-13093
KEO341839,2023-01-08,4.3,23650.0,M,G-Location 3,Yerevan,INV-13094
KTO726474,2023-01-08,6.1,30500.0,M,G-Location 5,Yerevan,INV-13095
KCE898823,2023-01-08,7.49,37450.0,M,G-Location 3,Yerevan,INV-13096
LPM304448,2023-01-08,3.22,17710.0,F,G-Location 3,Yerevan,INV-13097
UZE159125,2023-01-08,0.28,1540.0000000000002,F,G-Location 5,Yerevan,INV-13098
LTV508044,2023-01-08,0.13,325.0,F,G-Location 1,Yerevan,INV-13099
UXF746034,2023-01-08,0.21,1680.0,M,G-Location 3,Yerevan,INV-13100
ZFZ316415,2023-01-09,1.37,8905.0,F,G-Location 5,Yerevan,INV-13101
FLU304593,2023-01-09,1.15,9200.0,M,G-Location 1,Yerevan,INV-13102
YCA625798,2023-01-09,1.19,2975.0,M,G-Location 5,Yerevan,INV-13103
OWY700597,2023-01-09,2.04,11220.0,F,G-Location 2,Yerevan,INV-13104
FAF246392,2023-01-09,4.81,31265.0,M,G-Location 1,Yerevan,INV-13105
MXJ640538,2023-01-09,7.77,15540.0,F,G-Location 5,Yerevan,INV-13106
WOD690746,2023-01-09,3.5,28000.0,F,G-Location 1,Yerevan,INV-13107
SFZ492928,2023-01-09,2.61,6525.0,M,G-Location 4,Yerevan,INV-13108
XIO436440,2023-01-09,6.68,16700.0,F,G-Location 4,Yerevan,INV-13109
JUH541169,2023-01-09,5.47,13675.0,F,G-Location 2,Yerevan,INV-13110
JRY151915,2023-01-09,0.5,2750.0,M,G-Location 3,Yerevan,INV-13111
YFT196000,2023-01-09,0.16,1040.0,M,G-Location 3,Yerevan,INV-13112
YRA852750,2023-01-09,5.55,33300.0,F,G-Location 5,Yerevan,INV-13113
DVZ433180,2023-01-09,0.76,4940.0,F,G-Location 4,Yerevan,INV-13114
EVC632744,2023-01-09,1.04,2600.0,F,G-Location 2,Yerevan,INV-13115
RKC599892,2023-01-09,4.04,22220.0,F,G-Location 1,Yerevan,INV-13116
KTO726474,2023-01-09,7.2,14400.0,F,G-Location 5,Yerevan,INV-13117
JRJ931259,2023-01-09,3.94,9850.0,F,G-Location 4,Yerevan,INV-13118
EES804313,2023-01-09,2.25,12375.0,F,G-Location 5,Yerevan,INV-13119
DEH148616,2023-01-09,0.99,2475.0,F,G-Location 2,Yerevan,INV-13120
QYV196131,2023-01-09,1.96,15680.0,F,G-Location 4,Yerevan,INV-13121
AQQ525310,2023-01-09,0.32,800.0,M,G-Location 5,Yerevan,INV-13122
PLI654471,2023-01-09,1.14,6839.999999999999,F,G-Location 1,Yerevan,INV-13123
EBD960730,2023-01-09,1.01,5555.0,F,G-Location 1,Yerevan,INV-13124
HRK647596,2023-01-09,5.97,29850.0,M,G-Location 4,Yerevan,INV-13125
THL229090,2023-01-09,4.58,27480.0,F,G-Location 1,Yerevan,INV-13126
EFJ724395,2023-01-09,6.8,54400.0,M,G-Location 4,Yerevan,INV-13127
MAO666436,2023-01-09,0.71,3905.0,F,G-Location 5,Yerevan,INV-13128
CVG737617,2023-01-09,2.14,13910.0,M,G-Location 2,Yerevan,INV-13129
LEJ235424,2023-01-09,2.78,18070.0,M,G-Location 2,Yerevan,INV-13130
YHK376261,2023-01-09,5.48,27400.000000000004,M,G-Location 5,Yerevan,INV-13131
SDE186294,2023-01-09,5.83,29150.0,F,G-Location 3,Yerevan,INV-13132
BTL721197,2023-01-09,5.65,14125.0,M,G-Location 3,Yerevan,INV-13133
QNS828769,2023-01-09,0.78,1560.0,F,G-Location 2,Yerevan,INV-13134
FVA553078,2023-01-09,4.23,25380.000000000004,F,G-Location 3,Yerevan,INV-13135
QOC152683,2023-01-09,2.03,10149.999999999998,F,G-Location 1,Yerevan,INV-13136
VLF258506,2023-01-09,6.22,15550.0,M,G-Location 5,Yerevan,INV-13137
VKM381259,2023-01-09,5.04,40320.0,M,G-Location 4,Yerevan,INV-13138
MCT902094,2023-01-09,6.49,32450.0,F,G-Location 3,Yerevan,INV-13139
VVB688324,2023-01-09,6.68,36740.0,M,G-Location 3,Yerevan,INV-13140
MXD335854,2023-01-09,3.02,6040.0,M,G-Location 1,Yerevan,INV-13141
OFG434340,2023-01-09,0.5,1250.0,M,G-Location 3,Yerevan,INV-13142
INF778836,2023-01-09,2.32,5800.0,M,G-Location 4,Yerevan,INV-13143
TIW396220,2023-01-09,7.99,15980.0,M,G-Location 2,Yerevan,INV-13144
TST603776,2023-01-09,6.93,17325.0,M,G-Location 1,Yerevan,INV-13145
EZT449719,2023-01-09,5.3,34450.0,F,G-Location 5,Yerevan,INV-13146
QGF894875,2023-01-09,4.81,24050.0,F,G-Location 3,Yerevan,INV-13147
ROV686973,2023-01-09,7.19,35950.0,F,G-Location 3,Yerevan,INV-13148
XTE388748,2023-01-09,7.76,62080.0,M,G-Location 5,Yerevan,INV-13149
CNF996849,2023-01-09,5.75,46000.0,M,G-Location 3,Yerevan,INV-13150
TTA391209,2023-01-09,1.25,7500.0,F,G-Location 5,Yerevan,INV-13151
NUT441170,2023-01-09,2.75,6875.0,M,G-Location 3,Yerevan,INV-13152
JUK709422,2023-01-09,0.16,1040.0,M,G-Location 2,Yerevan,INV-13153
UUO196861,2023-01-09,2.65,5300.0,F,G-Location 5,Yerevan,INV-13154
JYU643959,2023-01-09,3.56,17800.0,F,G-Location 5,Yerevan,INV-13155
LPM479909,2023-01-09,5.48,27400.000000000004,M,G-Location 2,Yerevan,INV-13156
NLW434190,2023-01-09,1.16,7539.999999999999,F,G-Location 1,Yerevan,INV-13157
XLF643521,2023-01-09,7.59,45540.0,F,G-Location 3,Yerevan,INV-13158
XCH938058,2023-01-09,6.37,35035.0,F,G-Location 5,Yerevan,INV-13159
SFM109363,2023-01-09,7.42,14840.0,F,G-Location 1,Yerevan,INV-13160
GPR813090,2023-01-09,6.83,13660.0,M,G-Location 4,Yerevan,INV-13161
HZI224546,2023-01-09,6.33,50640.0,F,G-Location 2,Yerevan,INV-13162
UHS159670,2023-01-09,4.15,26975.000000000004,M,G-Location 2,Yerevan,INV-13163
CPF624854,2023-01-09,2.95,7375.0,M,G-Location 4,Yerevan,INV-13164
DEV205733,2023-01-09,1.08,7020.000000000001,M,G-Location 3,Yerevan,INV-13165
TVF775580,2023-01-09,2.72,6800.000000000001,M,G-Location 3,Yerevan,INV-13166
QXE135075,2023-01-09,2.22,13320.000000000002,F,G-Location 4,Yerevan,INV-13167
SYM702102,2023-01-09,7.91,51415.0,F,G-Location 5,Yerevan,INV-13168
DIA433281,2023-01-09,1.96,4900.0,F,G-Location 5,Yerevan,INV-13169
TDH399379,2023-01-09,4.48,24640.000000000004,M,G-Location 4,Yerevan,INV-13170
DOB145243,2023-01-09,1.03,2060.0,F,G-Location 4,Yerevan,INV-13171
MBM655545,2023-01-09,7.57,60560.0,F,G-Location 2,Yerevan,INV-13172
XFM246886,2023-01-09,1.08,5400.0,M,G-Location 3,Yerevan,INV-13173
DIA433281,2023-01-09,5.79,11580.0,M,G-Location 3,Yerevan,INV-13174
VLF258506,2023-01-09,7.77,15540.0,F,G-Location 2,Yerevan,INV-13175
JZI636947,2023-01-09,5.95,14875.0,F,G-Location 3,Yerevan,INV-13176
KDE217647,2023-01-09,6.09,30450.0,F,G-Location 2,Yerevan,INV-13177
VLW976735,2023-01-09,2.95,14750.0,F,G-Location 3,Yerevan,INV-13178
KFS627206,2023-01-09,7.64,61120.0,F,G-Location 3,Yerevan,INV-13179
JUW872923,2023-01-09,2.77,18005.0,M,G-Location 4,Yerevan,INV-13180
KAR169433,2023-01-09,3.17,6340.0,F,G-Location 4,Yerevan,INV-13181
BWC378419,2023-01-09,0.73,4015.0,M,G-Location 1,Yerevan,INV-13182
PDN468257,2023-01-09,3.81,24765.0,M,G-Location 4,Yerevan,INV-13183
IJX373426,2023-01-09,3.03,24240.0,F,G-Location 2,Yerevan,INV-13184
MYO206955,2023-01-09,3.14,20410.0,F,G-Location 5,Yerevan,INV-13185
JWD211632,2023-01-09,0.56,3360.0000000000005,F,G-Location 2,Yerevan,INV-13186
ULM344145,2023-01-09,5.08,40640.0,F,G-Location 2,Yerevan,INV-13187
KRH363332,2023-01-09,5.49,35685.0,M,G-Location 3,Yerevan,INV-13188
MEE173667,2023-01-09,0.21,1680.0,F,G-Location 4,Yerevan,INV-13189
UTJ584962,2023-01-09,7.26,43560.0,F,G-Location 1,Yerevan,INV-13190
VAK166047,2023-01-09,7.32,18300.0,F,G-Location 4,Yerevan,INV-13191
UVL748288,2023-01-09,2.33,15145.0,F,G-Location 1,Yerevan,INV-13192
GXD536266,2023-01-09,3.09,20085.0,M,G-Location 2,Yerevan,INV-13193
TUR907703,2023-01-09,4.46,35680.0,F,G-Location 2,Yerevan,INV-13194
NHT260943,2023-01-09,6.05,39325.0,F,G-Location 3,Yerevan,INV-13195
PVA399085,2023-01-09,4.59,22950.0,M,G-Location 5,Yerevan,INV-13196
NUJ965098,2023-01-09,4.22,10550.0,F,G-Location 1,Yerevan,INV-13197
NUJ718795,2023-01-09,4.24,23320.0,F,G-Location 3,Yerevan,INV-13198
BSO864180,2023-01-09,3.81,22860.0,M,G-Location 4,Yerevan,INV-13199
GZR758077,2023-01-09,4.28,10700.0,F,G-Location 1,Yerevan,INV-13200
BEM575750,2023-01-10,6.94,38170.0,M,G-Location 3,Yerevan,INV-13201
EWH381024,2023-01-10,6.96,55680.0,F,G-Location 1,Yerevan,INV-13202
HAD317567,2023-01-10,6.42,12840.0,F,G-Location 3,Yerevan,INV-13203
GUG501450,2023-01-10,3.17,17435.0,M,G-Location 1,Yerevan,INV-13204
STT366216,2023-01-10,0.79,1580.0,F,G-Location 5,Yerevan,INV-13205
SFN967521,2023-01-10,3.46,6920.0,M,G-Location 4,Yerevan,INV-13206
SHW893449,2023-01-10,2.6,15600.0,F,G-Location 4,Yerevan,INV-13207
ZQE879793,2023-01-10,0.27,1620.0,F,G-Location 3,Yerevan,INV-13208
ZPG592950,2023-01-10,4.77,38160.0,M,G-Location 1,Yerevan,INV-13209
IDR413135,2023-01-10,5.4,10800.0,F,G-Location 5,Yerevan,INV-13210
XFE779855,2023-01-10,3.32,26560.0,M,G-Location 1,Yerevan,INV-13211
FQG758449,2023-01-10,6.98,38390.0,M,G-Location 5,Yerevan,INV-13212
ZMK764440,2023-01-10,1.81,10860.0,M,G-Location 2,Yerevan,INV-13213
WDE524264,2023-01-10,0.93,6045.0,F,G-Location 4,Yerevan,INV-13214
AQO460262,2023-01-10,7.54,15080.0,F,G-Location 3,Yerevan,INV-13215
XFE779855,2023-01-10,1.18,7080.0,M,G-Location 3,Yerevan,INV-13216
QUH955657,2023-01-10,3.84,30720.0,F,G-Location 4,Yerevan,INV-13217
HQH607404,2023-01-10,1.11,6105.000000000001,F,G-Location 5,Yerevan,INV-13218
QIX435501,2023-01-10,1.33,3325.0,M,G-Location 5,Yerevan,INV-13219
UOH761212,2023-01-10,0.73,4745.0,M,G-Location 1,Yerevan,INV-13220
XHP465840,2023-01-10,3.57,7140.0,M,G-Location 3,Yerevan,INV-13221
FEP452860,2023-01-10,4.75,30875.0,F,G-Location 2,Yerevan,INV-13222
TXI641396,2023-01-10,7.92,47520.0,M,G-Location 5,Yerevan,INV-13223
ALN161735,2023-01-10,0.32,640.0,F,G-Location 4,Yerevan,INV-13224
MEE173667,2023-01-10,3.17,25360.0,M,G-Location 4,Yerevan,INV-13225
MHV671658,2023-01-10,5.88,47040.0,F,G-Location 2,Yerevan,INV-13226
MJU707137,2023-01-10,0.8,4400.0,M,G-Location 5,Yerevan,INV-13227
PSR310193,2023-01-10,6.35,15875.0,M,G-Location 5,Yerevan,INV-13228
PVA399085,2023-01-10,7.78,42790.0,F,G-Location 1,Yerevan,INV-13229
HUQ919533,2023-01-10,2.38,11900.0,F,G-Location 1,Yerevan,INV-13230
VFQ641220,2023-01-10,4.92,12300.0,F,G-Location 5,Yerevan,INV-13231
JOA570686,2023-01-10,5.89,14725.0,M,G-Location 3,Yerevan,INV-13232
BAJ698151,2023-01-10,2.75,6875.0,F,G-Location 5,Yerevan,INV-13233
LDH282885,2023-01-10,6.93,17325.0,M,G-Location 1,Yerevan,INV-13234
PKE675419,2023-01-10,5.86,29300.0,F,G-Location 2,Yerevan,INV-13235
WTT603030,2023-01-10,0.81,1620.0,F,G-Location 5,Yerevan,INV-13236
NNA291882,2023-01-10,3.09,16995.0,M,G-Location 5,Yerevan,INV-13237
DSY362733,2023-01-10,5.9,47200.0,M,G-Location 2,Yerevan,INV-13238
DJL130577,2023-01-10,6.23,31150.000000000004,M,G-Location 1,Yerevan,INV-13239
COY362625,2023-01-10,7.86,19650.0,M,G-Location 3,Yerevan,INV-13240
HVN804788,2023-01-10,5.83,37895.0,F,G-Location 4,Yerevan,INV-13241
ANS355383,2023-01-10,5.73,45840.0,F,G-Location 1,Yerevan,INV-13242
IQO795014,2023-01-10,0.93,2325.0,F,G-Location 5,Yerevan,INV-13243
PJQ595766,2023-01-10,7.12,42720.0,M,G-Location 4,Yerevan,INV-13244
IPB554295,2023-01-10,7.4,40700.0,M,G-Location 1,Yerevan,INV-13245
WEI453067,2023-01-10,0.11,660.0,M,G-Location 2,Yerevan,INV-13246
ZMK587223,2023-01-10,1.02,5610.0,M,G-Location 2,Yerevan,INV-13247
TEZ795570,2023-01-10,2.34,4680.0,F,G-Location 1,Yerevan,INV-13248
SQP478956,2023-01-10,4.44,22200.000000000004,F,G-Location 1,Yerevan,INV-13249
BRI544132,2023-01-10,0.49,2695.0,F,G-Location 4,Yerevan,INV-13250
TST603776,2023-01-10,2.38,11900.0,M,G-Location 3,Yerevan,INV-13251
HKV661210,2023-01-10,3.34,26720.0,M,G-Location 1,Yerevan,INV-13252
NQV496104,2023-01-10,1.72,9460.0,M,G-Location 1,Yerevan,INV-13253
WMU306393,2023-01-10,7.63,15260.0,M,G-Location 1,Yerevan,INV-13254
UNM226411,2023-01-10,2.2,11000.0,M,G-Location 5,Yerevan,INV-13255
FHS259501,2023-01-10,2.77,6925.0,M,G-Location 1,Yerevan,INV-13256
RFG429951,2023-01-10,1.48,9620.0,F,G-Location 4,Yerevan,INV-13257
SHW893449,2023-01-10,3.93,25545.0,M,G-Location 5,Yerevan,INV-13258
CUU173527,2023-01-10,2.76,17940.0,M,G-Location 3,Yerevan,INV-13259
MVC838072,2023-01-10,0.12,660.0,F,G-Location 2,Yerevan,INV-13260
YFT790162,2023-01-10,5.93,14825.0,F,G-Location 5,Yerevan,INV-13261
MGK206700,2023-01-10,3.33,19980.0,M,G-Location 5,Yerevan,INV-13262
QZT944242,2023-01-10,5.82,32010.0,M,G-Location 3,Yerevan,INV-13263
KVE570849,2023-01-10,4.01,22055.0,F,G-Location 1,Yerevan,INV-13264
EZV598566,2023-01-10,6.19,15475.000000000002,F,G-Location 2,Yerevan,INV-13265
WNQ763934,2023-01-10,1.88,10340.0,M,G-Location 2,Yerevan,INV-13266
REV549696,2023-01-10,7.17,43020.0,M,G-Location 1,Yerevan,INV-13267
PKH672390,2023-01-10,2.53,5060.0,F,G-Location 1,Yerevan,INV-13268
KOV623591,2023-01-10,5.24,41920.0,F,G-Location 2,Yerevan,INV-13269
PGV723476,2023-01-10,4.71,37680.0,M,G-Location 1,Yerevan,INV-13270
AQO460262,2023-01-10,5.83,14575.0,F,G-Location 1,Yerevan,INV-13271
ILS586026,2023-01-10,4.32,34560.0,F,G-Location 1,Yerevan,INV-13272
GXX877451,2023-01-10,4.97,9940.0,F,G-Location 3,Yerevan,INV-13273
YGE876658,2023-01-10,5.9,35400.0,F,G-Location 2,Yerevan,INV-13274
NVR183208,2023-01-10,3.88,9700.0,F,G-Location 1,Yerevan,INV-13275
MOG864653,2023-01-10,1.95,11700.0,M,G-Location 5,Yerevan,INV-13276
RHB905941,2023-01-10,1.03,2575.0,F,G-Location 2,Yerevan,INV-13277
DPU798743,2023-01-10,3.84,23040.0,M,G-Location 1,Yerevan,INV-13278
ZOT909814,2023-01-10,5.35,13375.0,F,G-Location 2,Yerevan,INV-13279
IQU843737,2023-01-10,5.35,34775.0,F,G-Location 1,Yerevan,INV-13280
AUK173688,2023-01-10,1.82,4550.0,M,G-Location 5,Yerevan,INV-13281
FBE539059,2023-01-10,2.34,5850.0,M,G-Location 4,Yerevan,INV-13282
UZJ761714,2023-01-10,1.56,9360.0,M,G-Location 5,Yerevan,INV-13283
ELL995419,2023-01-10,4.02,22110.0,F,G-Location 5,Yerevan,INV-13284
KLG573922,2023-01-10,4.37,28405.0,M,G-Location 4,Yerevan,INV-13285
JUW872923,2023-01-10,5.62,30910.0,F,G-Location 2,Yerevan,INV-13286
ICN132026,2023-01-10,4.54,11350.0,F,G-Location 5,Yerevan,INV-13287
VIV931912,2023-01-10,3.59,23335.0,M,G-Location 5,Yerevan,INV-13288
WIJ699903,2023-01-10,0.44,880.0,F,G-Location 3,Yerevan,INV-13289
